id,puzzle,solution,clues,difficulty,difficulty_tier,anomaly_type
1002788,..8..1..........7...5..6.3........4.91...3......4..95......98....3.....2.423.....,368971524129534678475826139587192346914653287236487951751249863893765412642318795,20,0.0,Beginner,"Few clues, scanning-only rating"
1079159,.....52.........3.8....1.7...7....15.3.8.......69.....3..6..9...1..72.....2......,169735284754289136823461579497326815231854697586917342375648921918572463642193758,20,0.0,Beginner,"Few clues, scanning-only rating"
1143065,....27..1.........36.....9...84.3....5......9......6.4..7...3.52...9.......6...4.,589327461741986253362514798978463512456271839123859674697148325234795186815632947,20,0.0,Beginner,"Few clues, scanning-only rating"
1148990,..5.4..7..1.36....3.......8..6.......34...........1.952..7.9.........5..5.....4..,895142376417368952362975148156897234934526781728431695241759863673284519589613427,20,0.0,Beginner,"Few clues, scanning-only rating"
1166389,.9.3...........67....6........9.......6.2...9..5.....1..2.5...37.8..25...4..7....,697385412813294675254617938481936257376521849925748361162459783738162594549873126,20,0.0,Beginner,"Few clues, scanning-only rating"
1232431,5...7......7.....96.2.....5.......4.....45...7.6...3....8..9......3.1.7..9...4...,519872463437516289682493715951637842823145697746928351178269534264351978395784126,20,0.0,Beginner,"Few clues, scanning-only rating"
1258829,.......64.7.5...3.95.8.......1..29..8.....3....6.4....5..6....1..2.9.............,218739564674521839953864217741352986895176342326948175539687421162493758487215693,20,0.0,Beginner,"Few clues, scanning-only rating"
1268835,...8.6.....7....5.......14.......4.3...2.....92.53...8......2....1..4....3...8..7,549816732317492856286375149175689423863247591924531678758963214691724385432158967,20,0.0,Beginner,"Few clues, scanning-only rating"
1299860,..6..5......3.1..4.7..........2..68.4.1...7..3...8....9....4.....8.7.4..........3,146725398859361274273498156597243681481956732362187945915634827638572419724819563,20,0.0,Beginner,"Few clues, scanning-only rating"
1356243,18....7....4...8.....2....5..7....4......1..62..3.......91.........4..683......2.,182536794654917832793284615917862543835491276246375189469128357521743968378659421,20,0.0,Beginner,"Few clues, scanning-only rating"
1368159,.4.....3.1...63.7.8.......6.23..64............9..1.......9.....7......21...7...4.,246578139159263874837149256523896417671452398498317562364921785785634921912785643,20,0.0,Beginner,"Few clues, scanning-only rating"
1379834,8..7.......5..3......4.1..9....7.8...92......51..........6.9.8...9.....5.3....6..,841795263975263418326481579463972851792518346518346927257639184689124735134857692,20,0.0,Beginner,"Few clues, scanning-only rating"
1411410,5.76...........2.1..9...4.........9.2..5.1..43...8..........3.6.7..1.........49..,517642839463798251829153467758426193296531784341987625984275316672319548135864972,20,0.0,Beginner,"Few clues, scanning-only rating"
1417029,4..1....6.....37...3..2.5....7.4...1..2.....9......3.8.89......6..8...........2..,425179836968453712731628594897345621312786459546291378289534167673812945154967283,20,0.0,Beginner,"Few clues, scanning-only rating"
1458242,5....9........786..4.2...3.7....4..9.93..........5..2...7.....2....3..1..6.......,578369241932417865641285937756124389293678154814953726387541692429736518165892473,20,0.0,Beginner,"Few clues, scanning-only rating"
1472768,7..94....9....3.........8..35...2...2...6.7.4......6...8.6.1............5......39,728946315915783246643215897356472981291368754874159623489631572132597468567824139,20,0.0,Beginner,"Few clues, scanning-only rating"
1509571,..5......7......3.....8...9.8......429...6........9..5.3..941.....5..4.79........,845932671719645832362781549586327914291456783473819265637294158128563497954178326,20,0.0,Beginner,"Few clues, scanning-only rating"
1569579,.5.96........2....98........2...97.....5.76....3.....4...........148..2.......93.,354968271617325489982174365126849753849537612573612894235796148791483526468251937,20,0.0,Beginner,"Few clues, scanning-only rating"
1648998,6.......3...4...9..7....6....95.....3.....816.....45...1..6.........3.7...5...4..,648179253523486791971352684269518347354927816187634529412765938896243175735891462,20,0.0,Beginner,"Few clues, scanning-only rating"
555673,.8..5......3..4..9...3.95........4..2...4..8.8.4.3..17.2..7.6..1..6...7.7...93..1,986752134513864729472319568697128453231547986854936217328471695149685372765293841,27,6.4,Expert,"Many clues, expert rating"
1609262,...7.46...7.....2...8.26.3.1...7...33..2.5..7..7.1..6.6319.2....5..6.......1.....,213794658576831924498526731145679283369285417827413569631942875754368192982157346,27,6.4,Expert,"Many clues, expert rating"
620322,....36..1...298.7.28.1...6..9........3..196....2..3..87...65.8..2.3..7..5........,975436821361298475284157963196824537837519642452673198713965284628341759549782316,27,6.2,Expert,"Many clues, expert rating"
2200138,......8..1......6.3..75.4..9.12.5.4....1....5..7.64.8.6......584...7.396..3......,745621839129438567386759412961285743834197625257364981672943158418572396593816274,27,6.2,Expert,"Many clues, expert rating"
213489,....634..5..217.3..1.4.9...1..9.......2...7..9....4..3756..1..4.......7..21...5..,897563412564217938213489657138976245642135789975824163756391824489652371321748596,27,6.1,Expert,"Many clues, expert rating"
1792673,...7...........3.5.8..32.6...9..3.2..7.4.95..1...5.49.8....7.5..6.8..2....7.2...4,653794812792186345481532769549673128278419536136258497824367951965841273317925684,27,6.1,Expert,"Many clues, expert rating"
2331614,.....2759........1..39..86....8...4..8.29...3.52.4..8..7...8.9..46........567....,418362759569784231723915864697853142184296573352147986271438695846529317935671428,27,6.1,Expert,"Many clues, expert rating"
2808295,....586.3......2..54.2..79.9....2.........8..25..4....76.5.49...9.1.6..7.....73..,129758643876493215543261798938612574614375829257849136761534982392186457485927361,27,6.1,Expert,"Many clues, expert rating"
2212319,1.....5..6..5.8..79.56..1.....96.72..2...3....6.....4..932..65....3.697..........,187429536632518497945637182318964725724153869569782341893271654251346978476895213,27,6.0,Expert,"Many clues, expert rating"
440559,...........13...6...396.7.8.6..978...19..6.7.....2...........25.9261.4....7..8..9,986574231751382964423961758265197843819436572374825196138749625592613487647258319,27,5.9,Expert,"Many clues, expert rating"
764854,..3.8.5....5....67.6...42..68..1......79...3.....4....5......29.1.45..7..7...245.,123786594945123867768594213682317945457968132391245786534871629216459378879632451,27,5.9,Expert,"Many clues, expert rating"
1186632,4.2...15.......8....9..7..6.3178..6.....36...6....19...9.1.....1.5...4.9..7..5..8,482369157763514892519827346931782564254936781678451923896143275125678439347295618,27,5.9,Expert,"Many clues, expert rating"
1724327,.8.6....5....9..7..4....2....642.......1.9...27..5..417...6...8..498..37..3....2.,382647915165892374947531286516428793438179562279356841791263458624985137853714629,27,5.9,Expert,"Many clues, expert rating"
2823958,.......2.35.62.1.4.7..3.6.86...83..9.4.9...6......13..9..3..4..........6.65.4....,486197523359628174271534698612483759743952861598761342927316485834275916165849237,27,5.9,Expert,"Many clues, expert rating"
236370,.6.9..8...7...2...8.5.43..7..6.2...1.3...56..15....7.....2.8..454.....8.....6..3.,364917825971582463825643917786429351432175698159836742693258174547391286218764539,27,5.8,Expert,"Many clues, expert rating"
591305,............9.45.2.5.8...149.2...1.75...1..4...478.....351....9..8...7......38.2.,349251876861974532257863914982345167573619248614782395435127689128496753796538421,27,5.8,Expert,"Many clues, expert rating"
607962,1....3.9.........76..57..43.3.7.2...9.54...7..61.9.....1.6..5.9.....4.1.....2..6.,187243695543169287692578143438712956925436871761895432314687529276954318859321764,27,5.8,Expert,"Many clues, expert rating"
887092,..7.541..9..6......8.....7.....93.......4..27...7.63...451....9.9..6...4.78...51.,267354198913678245584912673751293486836541927429786351345127869192865734678439512,27,5.8,Expert,"Many clues, expert rating"
1034115,.617....9.84.1.5..5..9.8...6..5....3.......98.1..3..4.....973.....1....212...5...,261754839984316527537928164698542713345671298712839645456297381879163452123485976,27,5.8,Expert,"Many clues, expert rating"
1085929,..6..419.9...5...4.1.2...37.....2...3...416.9.......23.7...5..14..6......95.1....,526374198937158264814269537768932415352741689149586723673825941481697352295413876,27,5.8,Expert,"Many clues, expert rating"
1712452,...6......984......5..87.....4..8..19..24.3..7..3...452...7.5.6...1.27....9...1..,437621859198435627652987413324758961915246378786319245241873596563192784879564132,27,5.8,Expert,"Many clues, expert rating"
2147677,..891..4.......9.8.7......3..1..6....46..3.2...3.5..861..5...3..67......4...891..,328915647614372958975648213851426379746893521293157486189564732567231894432789165,27,5.8,Expert,"Many clues, expert rating"
2958093,......7.3..2..58.4..7.8..215.32....9.9..5....2.4......7..31.4....8.2.....1...6..2,856142793132795864947683521573268149691457238284931675725319486368524917419876352,27,5.8,Expert,"Many clues, expert rating"
2532611,.6...2......194.269...731.561...75..2.79....4.........8.943..............5..19..3,163582479578194326942673185614327598287951634395846217829435761431768952756219843,28,5.7,Expert,"Many clues, expert rating"
1967,.....63...7......896..3.1.22....4.......12....8.567....3..28.1.52....8.3.1....7..,142896357375241698968735142296384571753912486481567239637428915524179863819653724,27,5.7,Expert,"Many clues, expert rating"
380402,..5163..8..35.91.......8...6.1......3..6..5715..8....6..7..5..3......72.1.2......,795163248843529167216748359671354892384692571529871436467285913938416725152937684,27,5.7,Expert,"Many clues, expert rating"
1193889,..9.6.1..2..3.1...8.157.3.2.3..5...7..67..4.3....2...8..7.........6....1.9.2...7.,379862145265341789841579362938456217526718493714923658687135924452697831193284576,27,5.7,Expert,"Many clues, expert rating"
1688077,....4135...9......3...69...4...16.9..968.3.4...1.....3.6.....21..3.5..7......24..,682741359179385264354269817438516792796823145521497683867934521243158976915672438,27,5.7,Expert,"Many clues, expert rating"
2121800,45..63......4..7..1...8..3.....3...7.3...7245.6...231.6......8...21..5.......64..,459763821823491756176285934214538697938617245765942318647359182382174569591826473,27,5.7,Expert,"Many clues, expert rating"
2263515,4...5..818.....9...5.8.2.4.296.48....3.16....1....9...9..3..6....4.....93......7.,473956281821473956659812347296748513738165492145239768917384625584627139362591874,27,5.7,Expert,"Many clues, expert rating"
2749472,..52..3.1..1...8.483.....5.6.4.57.........46..8......5.2893......9.1...3.....29..,945286371261573894837194652614357289593821467782469135128935746479618523356742918,27,5.7,Expert,"Many clues, expert rating"
545566,9...51.64.5.2.79.........5.2....937..93..8...7.1....4.87...24....9.74..........1.,937851264154267938628493157285649371493718526761325849876132495319574682542986713,28,5.6,Expert,"Many clues, expert rating"
248171,.1..8..324...93.....8..6...36...5.877.....2...82.7.5....3.4..18...6....4.....9...,516487932427193856938256471364925187759861243182374569693542718275618394841739625,27,5.6,Expert,"Many clues, expert rating"
440022,.2.9156.......7..2.9..2.4.1.36...54........7....5.6...95..682...8.........2..17..,324915687561847932798623451836172549215439876479586123953768214187294365642351798,27,5.6,Expert,"Many clues, expert rating"
441944,.......5.2....49.1..1.5...76.95..8...2..8.....7.963...7..6.......2....969.8.2..3.,387196254256374981491258367619542873523781649874963512735619428142835796968427135,27,5.6,Expert,"Many clues, expert rating"
563752,.7..614.....73..5....9...3.....156...3......5.6489....2.3.....89.....21..1...9..4,378561429629734851451928736897315642132647985564892173243176598986453217715289364,27,5.6,Expert,"Many clues, expert rating"
622587,.7..126..1.8.39..76..7...1...9...4..4.3.6...8....2......6....72....9...6..13...8.,974812653158639247632754819729183465413965728865427391386541972547298136291376584,27,5.6,Expert,"Many clues, expert rating"
1099067,..3..9.64....7..9....1.3....7.3.29...5.....1..6...1..72379..4..8....47.....8...3.,713589264584276391926143578178362945452798613369451827237915486891634752645827139,27,5.6,Expert,"Many clues, expert rating"
2185590,7..1.4....93...5..8..53.........9.18.687..9.3....2....6....714...7.6.38....9.....,756194832193872564824536791372659418568741923941328657639287145217465389485913276,27,5.6,Expert,"Many clues, expert rating"
2200485,.9....564..6..98..4.8..5.9...78.....1...96.7.96..7..3....483..9......3..8...2....,792138564536249817418765293327814956185396472964572138651483729249657381873921645,28,5.5,Expert,"Many clues, expert rating"
317912,..18..7...85.4...1........2....7......7..8.355.2.9...7..3.89...92...7.1...64.3...,261835749785942361394761852839576124647218935512394687453189276928657413176423598,27,5.5,Expert,"Many clues, expert rating"
664380,5.9......6.74.3....426......7.....41...17.8.5.....8....2.8.4.76..6.3..8.......12.,539721468687453219142689357875392641294176835361548792923814576716235984458967123,27,5.5,Expert,"Many clues, expert rating"
733984,.2...97.4.3....5..4......1.37.2.1..9..........5..86.7.5...6.8.1.8.9.5.....3..8.2.,125839764738614592469527318376251489814793256952486173597362841281945637643178925,27,5.5,Expert,"Many clues, expert rating"
757060,.....2..4..975..2...28..53...1........8...45.35...6.9....97.2...13.2..6.7......4.,576312984839754126142869537491538672268197453357246891684973215913425768725681349,27,5.5,Expert,"Many clues, expert rating"
1031560,.467..9..8..9...1........24....7..39.35...1..7..3.1.4..81.....3..24.....56..9....,346712958827954316159683724614275839235849167798361245481527693972436581563198472,27,5.5,Expert,"Many clues, expert rating"
1179516,.....9.183.....7.2....7.6..94.16....2.7.....6....32..9.5.7....1......8..16..94.2.,674329518391658742825471693943167285287945136516832479452783961739216854168594327,27,5.5,Expert,"Many clues, expert rating"
1376148,.....25...4....263.........57.2......3..6....9..4...27..95...36.53...19...13.87..,697132548145879263382654971574213689238967415916485327729541836853726194461398752,27,5.5,Expert,"Many clues, expert rating"
1381643,..85.....3.69.2..872.83.......7...65....59..2..9......1...7....9371...5......61..,498567321316942578725831694841723965673459812259618743162375489937184256584296137,27,5.5,Expert,"Many clues, expert rating"
2001279,..4.....1..27.6.5.......96.5.79..2....18..6..9..5.2.8.....3..7..7.6.5...4.8.9....,864359721192746358753128964587964213241873695936512487625431879379685142418297536,27,5.5,Expert,"Many clues, expert rating"
2609910,3..15......9..3..151..976......7.....38....46.5.34.......76...8.9....2..6..5...3.,362154879789623451514897623146278395238915746957346182423769518895431267671582934,27,5.5,Expert,"Many clues, expert rating"
2,...81.....2........1.9..7...7..25.934.2............5...975.....563.....4......68.,934817256728653419615942738176425893452398167389176542897564321563281974241739685,23,0.0,Beginner,"Same clue count, opposite difficulty"
9,.......2...75...9.6....4........7....25.961..9......83...6..85.....1.....4.32..7.,894163725137582496652974318481237569325896147976451283713649852268715934549328671,23,0.0,Beginner,"Same clue count, opposite difficulty"
21,...8.....86....95.3.9..24.8.....132.6.......52...................19.3.4...2..4.3.,125849763864137952379562418958471326643298175217356894436715289581923647792684531,23,0.0,Beginner,"Same clue count, opposite difficulty"
34,......27..9.2......4.9.6.....6........16.53..2...98...75.46......8...1.....3....7,613854279597213468842976531486732915971645382235198746759461823368527194124389657,23,0.0,Beginner,"Same clue count, opposite difficulty"
40,...82.4..52..4..1.6.......7.4...9.2...25.....9.37....6..8.1.......2...3.........5,371825469529647318684391257845169723762534981913782546458913672197256834236478195,23,0.0,Beginner,"Same clue count, opposite difficulty"
50,.4.1...39........6.65...2..8..461........847.......9..38...4.1....3.......72.....,248156739793842156165739284879461325536928471421573968382694517654317892917285643,23,0.0,Beginner,"Same clue count, opposite difficulty"
51,95..6...4...8.........5..1...6..1..92.....3..4....98...13...7..67...2..........35,957163284142897653368254917786321549291485376435679821513948762674532198829716435,23,0.0,Beginner,"Same clue count, opposite difficulty"
55,...5...2...84.76...1..6....6.....7...81..9..2..7..85..2..8...5..............21.3.,769583421328417695415962873632154789581679342947238516293846157174395268856721934,23,0.0,Beginner,"Same clue count, opposite difficulty"
84,...34...5.9..2...3........454...6..9..3..2.8....5......2..8.93.6.4....7....7.....,276341895498625713351978264547816329163492587982537641725184936634259178819763452,23,0.0,Beginner,"Same clue count, opposite difficulty"
86,257..8....9............4.6....5..74.......9..37....5.87.49.......1....3....23.6..,257368491496125387813794265968512743145873926372649518734986152621457839589231674,23,0.0,Beginner,"Same clue count, opposite difficulty"
105,.....5...41.7...........2.71........9...245...7368...4.3..6.9....4.9......6....5.,627815439419732685385946217142357896968124573573689124731568942854293761296471358,23,0.0,Beginner,"Same clue count, opposite difficulty"
112,7..1.6.8..6.8..5...2.9.76............1......4..5.4...2..8........9...36.6..78....,754136289963824517821957643487293156216578934395641872148369725579412368632785491,23,0.0,Beginner,"Same clue count, opposite difficulty"
125,9.3.5......6..2..........29...6.7...8.2...34.79.......5.....6.3...39.4.1......7..,923451876176982534458763129345627918862519347791834265514278693287396451639145782,23,0.0,Beginner,"Same clue count, opposite difficulty"
137,.....4.519..7.........5..8....4.2..65...3..1.12.........1.6....294...7...8......5,378694251915728634462153987839412576547936812126875349751369428294581763683247195,23,0.0,Beginner,"Same clue count, opposite difficulty"
139,...1....44......7.6...39....2.....93..1..8.........4...8..5.9....5.7..81...2...36,298167354413825679657439128524716893931548762876392415182653947365974281749281536,23,0.0,Beginner,"Same clue count, opposite difficulty"
167,..86......9...1.7.5.7..3.42..9.......4.1..3........28................1.7.5346.8..,428675931396241578517983642289356714745128396631794285872519463964832157153467829,23,0.0,Beginner,"Same clue count, opposite difficulty"
168,3...2...7....86....1.9..3..4...7.16......3....2.1..8.5......74........81.9..5....,348521697957386412216947358489275163571863924623194875835612749762439581194758236,23,0.0,Beginner,"Same clue count, opposite difficulty"
197,..4...5...2..56....3....1....5.....7......2.9.712.43.....3......1.57....4.....98.,164837592729156438538492176245963817386715249971284365692348751813579624457621983,23,0.0,Beginner,"Same clue count, opposite difficulty"
199,..5.1.28.....76.1........536........2...685......4...8...3...26........9..4..23..,965413287832576914471829653618735492247968531593241768759384126326157849184692375,23,0.0,Beginner,"Same clue count, opposite difficulty"
202,...8.95..........6....45.....5.2.36......4..2.4..6...796.......8.19.....7......28,426839571589217436317645289195728364678394152243561897962483715851972643734156928,23,0.0,Beginner,"Same clue count, opposite difficulty"
208,.....8..352....9...4...65.....2...7..834.....6......41.1....4...6.3.......2..9..5,976548123528137964341926587194265378283471659657893241819752436765314892432689715,23,0.0,Beginner,"Same clue count, opposite difficulty"
216,......293.6..49......3.......2...5..1...7.82.5.7....4..5.8..6.94...2....7........,874561293361249758925387164642198537139475826587632941253814679498726315716953482,23,0.0,Beginner,"Same clue count, opposite difficulty"
219,37...81....5...........24.....534..9..1....7.5.8.......4....9...6..4...5....9.28.,374958126215467398689312457726534819491286573538179642843725961962841735157693284,23,0.0,Beginner,"Same clue count, opposite difficulty"
223,5.9.....3..35..2..7.......88.4.9.....3.4.........82.6..5.16..8.........7.6......9,529876143483519276716234958874691325632457891195382764957163482348925617261748539,23,0.0,Beginner,"Same clue count, opposite difficulty"
243,87.9.........3219.3......8....47.5..........32........75.1......96........8..492.,871946235564832197329517684983471562647295813215683479752169348496328751138754926,23,0.0,Beginner,"Same clue count, opposite difficulty"
402902,.......7..1.9.4..8..9........5..17....3..96..1...67..9........4.82.46...3...8....,234618975517934268869275341695421783473859612128367459756193824982546137341782596,23,8.5,Expert,"Same clue count, opposite difficulty"
2257459,.1......6...2.....5..61.93.72............9.4.......8.51...4.5..9.8..7..3.7.1.....,412398756639275418587614932724851369856739241391426875163942587948567123275183694,23,8.4,Expert,"Same clue count, opposite difficulty"
1452262,.7.1..........6..3..9....54...6...85...82..4..173.......25.9.6...6..2....9.......,274135698581946273639278154423691785965827341817354926342519867156782439798463512,23,8.3,Expert,"Same clue count, opposite difficulty"
2014759,.94..3......91....13....2...4.73.6....8....1....4..5..2.3..61...6.....4.....2....,894263751527918436136574289945731628378652914612489573253846197761395842489127365,23,8.0,Expert,"Same clue count, opposite difficulty"
1657218,....6....8....4.....25..39..2...195.9...7..........23.7...9.64....7....3...3..5..,379862415851934726462517398623481957945273861187659234738195642594726183216348579,23,8.0,Expert,"Same clue count, opposite difficulty"
1306907,56...8..2..8.6.5....9.4......5..746..3...58..1...............3482..16............,567938142248761593319542786985327461436195827172684359651879234823416975794253618,23,7.8,Expert,"Same clue count, opposite difficulty"
917389,6...1....8...4.163....8.4..1.7....9.5.3.7..2......5.........8.......1....8..6..42,674513289825749163319286457147628395593174628268935714756492831432851976981367542,23,7.7,Expert,"Same clue count, opposite difficulty"
217836,..7...563.2...........9.....61...........62....54..78....784..1..65..8.2.......4.,917248563624153978583697124761825439849376215235419786392784651476531892158962347,23,7.7,Expert,"Same clue count, opposite difficulty"
2890932,..89...2.5...3.........78.1..2.8...7..32....6......18.....95.1...4.7.....6.4.....,678914325541832769239567841412689537783251496956743182827395614394176258165428973,23,7.6,Expert,"Same clue count, opposite difficulty"
313372,54...68.....1............346.....2.......1.8.27..9...546..5.9...8......7..34.....,541736892832149756796825134619584273354271689278693415467358921185962347923417568,23,7.6,Expert,"Same clue count, opposite difficulty"
2677832,2.4..............1.5...74...3.....18..9..47...6.8....93...6....91....2.3.....28..,294183675673245981851697432432976518189534726765821349328769154917458263546312897,23,7.5,Expert,"Same clue count, opposite difficulty"
387532,..3.2....5.......6.6..7.9.17....13....9....5..8...2..99..3..4....8..6.....4...7..,193628574547193826862475931726951348319864257485732619951387462278546193634219785,23,7.5,Expert,"Same clue count, opposite difficulty"
2147383,.4......2.97.....3...3..1.....8.65...682..7..5.......4...76......2....1.85..9....,346519872197628453285374196739846521468251739521937684913765248672483915854192367,23,7.4,Expert,"Same clue count, opposite difficulty"
1154976,...3.248...1.4.........5...45.........8.9..3.1..4..2..2.9.6.7.........49...9....8,975312486381649572642785913456123897728596134193478265239864751867251349514937628,23,7.4,Expert,"Same clue count, opposite difficulty"
1048971,...5..6..1..4...3.7...1..2......5..3....7...4.92..3.8..617..........4....3..8...9,328597641159462738746318925874925163513876294692143587461739852987254316235681479,23,7.3,Expert,"Same clue count, opposite difficulty"
749369,..9.2..3..64...8.....7.8..41..5.7.......9..7...53..............9....6.8..2...14.3,789425136264139857351768924196587342832694571475312698647853219913246785528971463,23,7.3,Expert,"Same clue count, opposite difficulty"
370397,....6.92..6.25.......1.78....8.7.....97..3..55.6.........61.....2....1......8..4.,175468923863259471942137856218576394497823615536941287789614532324795168651382749,23,7.3,Expert,"Same clue count, opposite difficulty"
360379,..8..29..4.......2..9...46..5..4........8.2.......1.5.17......36..3....4...85.6..,518462937467935182329178465853246719791583246246791358175624893682319574934857621,23,7.3,Expert,"Same clue count, opposite difficulty"
2926640,.9...8..2..7..9..1..6..48.............13.7....8..1...3...6..2.44....5..8..3...6..,395168742847239561126574839634952187951387426782416953518693274469725318273841695,23,7.2,Expert,"Same clue count, opposite difficulty"
2522987,.......2.39....4.1.1......3....4.2.72..6.....4..8..........18...7.4...6..8...5.79,748139625392576481516284793861943257259617348437852916925761834173498562684325179,23,7.2,Expert,"Same clue count, opposite difficulty"
